time_ms,seq,accountnumber,ageoldestrecord,agenewestrecord,recentupdate,srcsconfirmidaddrcount,creditbureaurecord,verificationfailure,ssnnotfound,ssnfoundother,verifiedname,verifiedssn,verifiedphone,verifiedaddress,verifieddob,ageriskindicator,subjectssncount,subjectaddrcount,subjectphonecount,subjectssnrecentcount,subjectaddrrecentcount,subjectphonerecentcount,ssnidentitiescount,ssnaddrcount,ssnidentitiesrecentcount,ssnaddrrecentcount,inputaddrphonecount,inputaddrphonerecentcount,phoneidentitiescount,phoneidentitiesrecentcount,phoneother,ssnlastnamecount,subjectlastnamecount,lastnamechangeage,lastnamechangecount01,lastnamechangecount03,lastnamechangecount06,lastnamechangecount12,lastnamechangecount24,lastnamechangecount60,sfduaddridentitiescount,sfduaddrssncount,ssnagedeceased,ssnrecent,ssnlowissueage,ssnhighissueage,ssnissuestate,ssnnonus,ssn3years,ssnafter5,ssnproblems,relativescount,relativesbankruptcycount,relativesfelonycount,relativespropownedcount,relativespropownedtaxtotal,relativesdistanceclosest,inputaddrageoldestrecord,inputaddragenewestrecord,inputaddrhistoricalmatch,inputaddrlenofres,inputaddrdwelltype,inputaddrdelivery,inputaddrapplicantowned,inputaddrfamilyowned,inputaddroccupantowned,inputaddragelastsale,inputaddrlastsalesprice,inputaddrmortgagetype,inputaddrnotprimaryres,inputaddractivephonelist,inputaddrtaxvalue,inputaddrtaxyr,inputaddrtaxmarketvalue,inputaddravmvalue,inputaddravmvalue12,inputaddravmvalue60,inputaddrcountyindex,inputaddrtractindex,inputaddrblockindex,inputaddrmedianincome,inputaddrmedianvalue,inputaddrmurderindex,inputaddrcartheftindex,inputaddrburglaryindex,inputaddrcrimeindex,inputaddrmobilityindex,inputaddrvacantpropcount,inputaddrbusinesscount,inputaddrsinglefamilycount,inputaddrmultifamilycount,curraddrageoldestrecord,curraddragenewestrecord,curraddrlenofres,curraddrdwelltype,curraddrapplicantowned,curraddrfamilyowned,curraddroccupantowned,curraddragelastsale,curraddrlastsalesprice,curraddrmortgagetype,curraddractivephonelist,curraddrtaxvalue,curraddrtaxyr,curraddrtaxmarketvalue,curraddravmvalue,curraddravmvalue12,curraddravmvalue60,curraddrcountyindex,curraddrtractindex,curraddrblockindex,curraddrmedianincome,curraddrmedianvalue,curraddrmurderindex,curraddrcartheftindex,curraddrburglaryindex,curraddrcrimeindex,prevaddrageoldestrecord,prevaddragenewestrecord,prevaddrlenofres,prevaddrdwelltype,prevaddrapplicantowned,prevaddrfamilyowned,prevaddroccupantowned,prevaddragelastsale,prevaddrlastsalesprice,prevaddrtaxvalue,prevaddrtaxyr,prevaddrtaxmarketvalue,prevaddravmvalue,prevaddrcountyindex,prevaddrtractindex,prevaddrblockindex,prevaddrmedianincome,prevaddrmedianvalue,prevaddrmurderindex,prevaddrcartheftindex,prevaddrburglaryindex,prevaddrcrimeindex,addrmostrecentdistance,addrmostrecentstatediff,addrmostrecenttaxdiff,addrmostrecentmoveage,addrmostrecentincomediff,addrmostrecentvaluediff,addrmostrecentcrimediff,addrrecentecontrajectory,addrrecentecontrajectoryindex,educationattendedcollege,educationprogram2yr,educationprogram4yr,educationprogramgraduate,educationinstitutionprivate,educationinstitutionrating,educationfieldofstudytype,addrstability,statusmostrecent,statusprevious,statusnextprevious,addrchangecount01,addrchangecount03,addrchangecount06,addrchangecount12,addrchangecount24,addrchangecount60,estimatedannualincome,assetowner,propertyowner,propownedcount,propownedtaxtotal,propownedhistoricalcount,propageoldestpurchase,propagenewestpurchase,propagenewestsale,propnewestsaleprice,propnewestsalepurchaseindex,proppurchasedcount01,proppurchasedcount03,proppurchasedcount06,proppurchasedcount12,proppurchasedcount24,proppurchasedcount60,propsoldcount01,propsoldcount03,propsoldcount06,propsoldcount12,propsoldcount24,propsoldcount60,watercraftowner,watercraftcount,watercraftcount01,watercraftcount03,watercraftcount06,watercraftcount12,watercraftcount24,watercraftcount60,aircraftowner,aircraftcount,aircraftcount01,aircraftcount03,aircraftcount06,aircraftcount12,aircraftcount24,aircraftcount60,wealthindex,businessactiveassociation,businessinactiveassociation,businessassociationage,businesstitle,businessinputaddrcount,derogseverityindex,derogcount,derogrecentcount,derogage,felonycount,felonyage,felonycount01,felonycount03,felonycount06,felonycount12,felonycount24,felonycount60,arrestcount,arrestage,arrestcount01,arrestcount03,arrestcount06,arrestcount12,arrestcount24,arrestcount60,liencount,lienfiledcount,lienfiledtotal,lienfiledage,lienfiledcount01,lienfiledcount03,lienfiledcount06,lienfiledcount12,lienfiledcount24,lienfiledcount60,lienreleasedcount,lienreleasedtotal,lienreleasedage,lienreleasedcount01,lienreleasedcount03,lienreleasedcount06,lienreleasedcount12,lienreleasedcount24,lienreleasedcount60,bankruptcycount,bankruptcyage,bankruptcytype,bankruptcystatus,bankruptcycount01,bankruptcycount03,bankruptcycount06,bankruptcycount12,bankruptcycount24,bankruptcycount60,evictioncount,evictionage,evictioncount01,evictioncount03,evictioncount06,evictioncount12,evictioncount24,evictioncount60,accidentcount,accidentage,recentactivityindex,nonderogcount,nonderogcount01,nonderogcount03,nonderogcount06,nonderogcount12,nonderogcount24,nonderogcount60,voterregistrationrecord,profliccount,proflicage,proflictypecategory,proflicexpired,profliccount01,profliccount03,profliccount06,profliccount12,profliccount24,profliccount60,prsearchlocatecount,prsearchlocatecount01,prsearchlocatecount03,prsearchlocatecount06,prsearchlocatecount12,prsearchlocatecount24,prsearchpersonalfinancecount,prsearchpersonalfinancecount01,prsearchpersonalfinancecount03,prsearchpersonalfinancecount06,prsearchpersonalfinancecount12,prsearchpersonalfinancecount24,prsearchothercount,prsearchothercount01,prsearchothercount03,prsearchothercount06,prsearchothercount12,prsearchothercount24,prsearchidentityssns,prsearchidentityaddrs,prsearchidentityphones,prsearchssnidentities,prsearchaddridentities,prsearchphoneidentities,subprimeofferrequestcount,subprimeofferrequestcount01,subprimeofferrequestcount03,subprimeofferrequestcount06,subprimeofferrequestcount12,subprimeofferrequestcount24,subprimeofferrequestcount60,inputphonemobile,inputphonetype,inputphoneservicetype,inputareacodechange,phoneedaageoldestrecord,phoneedaagenewestrecord,phoneotherageoldestrecord,phoneotheragenewestrecord,inputphonehighrisk,inputphoneproblems,onlinedirectory,inputaddrsiccode,inputaddrvalidation,inputaddrerrorcode,inputaddrhighrisk,curraddrcorrectional,prevaddrcorrectional,historicaladdrcorrectional,inputaddrproblems,donotmail,identityrisklevel,idverrisklevel,idveraddressassoccount,idverssncreditbureaucount,idverssncreditbureaudelete,sourcerisklevel,sourcewatchlist,sourceorderactivity,sourceordersourcecount,sourceorderagelastorder,variationrisklevel,variationidentitycount,variationmsourcesssncount,variationmsourcesssnunrelcount,variationdobcount,variationdobcountnew,searchvelocityrisklevel,searchunverifiedssncountyear,searchunverifiedaddrcountyear,searchunverifieddobcountyear,searchunverifiedphonecountyear,assocrisklevel,assocsuspicousidentitiescount,assoccreditbureauonlycount,assoccreditbureauonlycountnew,assoccreditbureauonlycountmonth,assochighrisktopologycount,validationrisklevel,correlationrisklevel,divrisklevel,divssnidentitymsourcecount,divssnidentitymsourceurelcount,divssnlnamecountnew,divssnaddrmsourcecount,divaddridentitycount,divaddridentitycountnew,divaddridentitymsourcecount,divaddrsuspidentitycountnew,divaddrssncount,divaddrssncountnew,divaddrssnmsourcecount,divsearchaddrsuspidentitycount,searchcomponentrisklevel,searchssnsearchcount,searchaddrsearchcount,searchphonesearchcount,componentcharrisklevel,errorcode,historydate,did,fnamepop,lnamepop,addrpop,ssnlength,dobpop,emailpop,ipaddrpop,hphnpop
1721,1000,1000,309,1,1,5,1,0,0,0,3,2,0,1,-1,21,1,10,0,0,0,0,1,9,0,0,0,0,0,0,-1,0,5,102,0,0,0,0,0,0,12,5,-1,0,526,514,OH,0,0,0,0,13,6,0,5,624680,0,122,10,1,112,S,-1,0,0,1,11,-1,-1,1,0,61660,2017,176170,208624,204159,198892,1.64,1.42,1.37,83893,180294,88,49,73,84,0.2,255,30,255,94,53,1,52,S,0,0,1,102,40000,-1,0,32710,2017,93460,113375,103470,73737,0.89,0.94,0.75,65686,135913,68,16,64,78,122,10,112,S,0,0,1,11,0,61660,2017,176170,208624,1.64,1.42,1.37,83893,180294,88,49,73,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,U,U,U,0,0,0,0,1,1,60000,0,0,0,0,1,227,227,143,44000,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,-1,FURN OPER,1,4,11,0,114,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,9,8,21271,114,0,0,0,0,0,0,1,0,130,0,0,0,0,0,0,1,193,I,Discharged,0,0,0,0,0,0,1,130,0,0,0,0,0,0,1,17,2,8,3,3,3,3,3,4,0,0,-1,-1,-1,0,0,0,0,0,0,6,0,0,0,0,0,10,2,2,2,3,5,17,0,0,0,2,5,1,1,3,1,2,0,1,0,0,0,0,0,0,1,1,10,-1,110,70,175,37,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,4,0,0,0,-1,4,2,1,1,1,0,9,0,0,0,3,1,1,0,0,0,0,1,7,1,1,1,0,8,12,0,10,0,5,0,5,0,6,20,11,1,4,,999999,640412165,1,1,1,0,0,0,0,1
1085,1005,1005,323,1,1,3,1,0,0,0,3,2,0,1,-1,21,1,11,0,0,1,0,1,9,0,1,1,0,0,0,-1,0,3,234,0,0,0,0,0,0,75,57,-1,0,490,453,NY,0,0,0,0,4,0,0,0,-1,0,221,1,1,220,S,-1,0,0,1,151,-1,-1,1,0,88636,2017,519000,0,0,0,0,0,0,43936,560484,144,148,80,135,0.3,14,31,6,255,15,1,14,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,34650,122473,151,165,160,191,49,1,48,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,31784,162500,51,35,57,46,1421,1,-1,49,12152,397984,89,FB,4,0,-1,-1,-1,-1,-1,-1,4,R,R,-1,1,1,1,2,3,6,78000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,28,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,3,9,3,3,3,4,4,5,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,4,5,5,8,9,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,10,-1,186,90,127,27,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,3,1,3,0,5,0,0,0,-1,9,1,1,1,3,1,8,0,1,1,2,1,0,0,0,0,0,1,4,1,1,1,0,8,75,0,53,0,57,0,40,0,9,17,1,9,2,,999999,571076261,1,1,1,0,0,0,0,1
1257,1010,1010,226,1,1,8,1,0,0,0,3,2,-1,1,7,21,1,5,0,0,1,0,2,6,0,1,0,0,0,0,-1,0,6,23,0,0,0,0,1,1,23,20,-1,0,441,429,TX,0,0,0,0,33,5,3,5,421760,0,226,1,2,225,S,-1,0,1,0,-1,-1,-1,0,0,54348,2018,71740,65167,52202,35077,0.47,1.07,1.2,24545,59198,180,190,149,169,0.3,40,21,255,132,226,1,225,S,0,1,0,-1,-1,-1,0,54348,2018,71740,65167,52202,35077,0.47,1.07,1.2,24545,59198,180,190,149,169,212,1,211,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,22944,94634,185,197,155,186,3,0,-1,212,1601,-35436,-17,FF,1,0,-1,-1,-1,-1,-1,-1,6,O,R,U,0,0,1,1,1,2,28000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,0,5,3,0,184,3,184,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,3,8,2,2,3,3,3,3,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,1,1,8,0,0,0,0,3,7,0,0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,70,52,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,5,3,0,5,0,0,0,-1,2,1,1,1,2,1,6,1,0,0,0,8,5,1,0,0,3,1,6,1,1,1,2,5,23,1,19,0,20,1,18,0,1,9,40,-1,5,,999999,501037275,1,1,1,0,1,0,0,0
885,1015,1015,571,1,1,1,1,0,0,0,3,2,0,0,7,21,2,14,0,0,0,0,4,15,0,0,2,0,0,0,-1,0,3,90,0,0,0,0,0,0,0,0,-1,0,612,587,IA,0,0,0,0,14,0,0,5,325550,0,58,21,1,37,H,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,64063,133390,51,13,67,48,0.3,6,7,255,231,20,1,19,S,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,25787,111024,158,131,198,198,204,1,203,S,0,0,0,-1,-1,0,-1,0,0,0,0,0,25787,111024,158,131,198,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,U,U,-1,0,0,0,0,0,2,36000,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,-1,-1,2,3,3,0,84,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,1,0,84,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0,1,202,I,Discharged,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,86,1,9,4,4,4,5,5,5,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,4,19,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,-1,207,47,169,9,0,5,1,-1,V,10.2,0,0,0,0,0,0,1,6,0,3,0,3,0,0,0,-1,1,1,2,2,1,0,7,0,0,0,1,2,2,0,0,0,0,1,9,1,2,2,0,12,0,0,0,0,0,0,0,0,1,23,15,0,6,,999999,355116066,1,1,1,0,1,0,0,1
1572,1020,1020,241,1,1,8,1,0,0,0,3,2,-1,1,-1,21,1,10,0,0,0,0,1,9,0,0,0,0,0,0,-1,0,2,105,0,0,0,0,0,0,39,36,-1,0,368,344,MI,0,0,0,0,15,5,0,7,295136,0,200,1,2,199,S,-1,0,0,0,-1,-1,-1,0,0,31000,2017,62000,88668,89900,44000,0.92,0.87,0.83,63272,118340,47,138,45,65,0.3,33,26,255,0,200,1,199,S,0,0,0,-1,-1,-1,0,31000,2017,62000,88668,89900,44000,0.92,0.87,0.83,63272,118340,47,138,45,65,162,45,117,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,13950,140000,175,170,182,155,23,0,-1,162,49322,-21660,-90,EE,2,1,0,1,0,0,2,0,6,U,R,O,0,0,0,0,0,0,31000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,4,4,2,0,38,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,38,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,38,0,0,0,0,0,1,0,-1,2,7,3,3,3,3,4,4,1,0,-1,-1,-1,0,0,0,0,0,0,3,0,1,1,1,1,14,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,137,117,143,7,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,2,3,0,5,0,0,0,-1,1,1,1,1,2,0,6,0,0,0,0,1,1,0,0,0,0,1,7,1,1,1,0,6,39,0,36,0,36,0,35,0,1,18,7,-1,4,,999999,5585369135,1,1,1,0,0,0,0,0
1470,1025,1025,399,1,1,7,1,0,0,0,3,2,-1,1,-1,21,1,14,0,0,0,0,2,11,0,0,0,0,0,0,-1,0,3,282,0,0,0,0,0,0,15,16,-1,0,587,563,TX,0,0,0,0,12,0,0,5,399053,0,158,1,2,157,S,-1,1,0,0,144,-1,3,0,0,66495,2018,66495,53361,61934,55728,0.6,0.8,0.76,27846,72595,73,81,38,69,0.4,19,11,255,255,158,1,157,S,1,0,0,144,0,3,0,66495,2018,66495,53361,61934,55728,0.6,0.8,0.76,27846,72595,73,81,38,69,28,28,1,S,0,1,0,106,0,63504,2018,63504,50961,0.57,0.66,0.73,30152,88235,66,104,15,81,0,0,2991,28,-2306,-15640,-12,FF,1,0,-1,-1,-1,-1,-1,-1,6,O,O,U,0,0,0,0,0,1,38000,1,1,1,66495,2,192,144,144,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,9,3,4,4,4,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,231,214,-1,-1,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,1,3,0,4,0,0,0,-1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,6,1,1,1,0,10,15,1,15,0,16,1,12,0,1,1,1,-1,5,,999999,515282628,1,1,1,0,0,0,0,0
2290,1030,1030,131,1,1,3,1,0,0,0,3,2,-1,1,-1,21,1,16,0,0,0,0,3,17,0,0,0,0,0,0,-1,1,4,6,0,0,1,1,1,2,22,19,-1,0,368,344,OK,0,0,0,0,5,0,2,0,-1,0,70,4,1,66,S,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,18642,41447,199,199,193,197,0.4,29,14,255,0,7,1,6,S,0,0,0,62,230000,-1,0,4400,2017,40000,35244,43714,43136,0.28,0.63,0.64,29426,58478,126,129,139,141,27,1,26,S,0,0,0,130,0,7150,2008,65000,78836,0.63,1.85,1.85,21077,48883,188,190,188,188,4,0,-1,27,-2435,-7436,9,EF,2,0,-1,-1,-1,-1,-1,-1,3,U,U,-1,0,0,0,2,5,9,30000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,4,5,0,14,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,3,2344,14,0,0,0,0,1,2,1,450,29,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,1,78,0,0,0,0,0,0,2,39,3,5,2,2,3,4,4,5,1,0,-1,-1,-1,0,0,0,0,0,0,4,0,0,0,2,4,27,0,0,0,5,19,19,1,2,3,5,13,3,4,5,1,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,78,37,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,2,3,0,7,0,0,0,-1,9,2,1,1,1,0,8,2,2,0,5,4,2,0,0,0,2,1,7,1,2,2,0,12,22,0,13,0,19,0,12,0,4,36,41,-1,4,,999999,1.51E+11,1,1,1,0,0,0,0,0
1091,1035,1035,100,1,1,4,1,0,0,0,3,2,-1,1,-1,21,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,3,99,0,0,0,0,0,0,15,11,-1,0,109,105,FL,0,0,0,0,4,0,0,1,219000,0,100,1,2,99,S,-1,0,1,0,145,-1,-1,0,0,141213,2017,219000,0,0,0,0,0,0,59155,220103,39,68,66,46,0.6,36,152,255,4,100,1,99,S,0,1,0,145,0,-1,0,141213,2017,219000,0,0,0,0,0,0,59155,220103,39,68,66,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,O,-1,-1,0,0,0,0,0,0,60000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,106,2,4,3,3,3,3,3,4,1,0,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,26,0,4,5,8,10,1,2,1,1,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,V,10.2,0,0,-1,0,0,0,1,1,3,3,0,7,0,0,0,-1,2,2,1,1,1,0,6,0,1,0,1,1,0,0,0,0,0,1,8,1,1,1,0,1,15,1,12,0,11,1,10,0,1,21,45,-1,5,,999999,1.70E+11,1,1,1,0,0,0,0,0
2965,1040,1040,280,1,1,1,1,0,0,0,3,2,0,1,-1,21,2,21,0,0,0,0,4,18,0,0,0,0,0,0,-1,0,5,276,0,0,0,0,0,0,12,9,-1,0,502,478,TN,0,0,0,0,24,5,3,7,350100,0,122,24,1,98,S,-1,0,1,0,65,-1,-1,1,0,18675,2018,74700,14367,13028,30163,0.14,0.16,0.15,27847,92059,101,54,126,87,0.3,1,46,255,60,12,1,11,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,21378,82973,170,181,178,165,36,1,35,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,39853,126674,26,67,170,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,3,R,R,-1,0,0,0,0,0,5,31000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,4,3,2,0,35,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,1,382,35,0,0,0,0,0,1,1,382,35,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,9,4,4,4,5,5,5,0,0,-1,-1,-1,0,0,0,0,0,0,11,0,3,4,6,8,67,1,2,4,13,25,30,0,0,2,7,14,3,5,7,2,2,0,0,0,0,0,0,0,0,1,1,10,-1,178,156,45,18,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,2,3,0,5,0,0,0,-1,9,1,2,2,1,0,9,2,2,0,7,6,3,0,0,0,3,1,7,4,3,3,0,15,12,1,11,0,9,1,8,0,2,126,20,3,5,,999999,1072972561,1,1,1,0,0,0,0,1
1765,1045,1045,163,1,1,2,1,0,0,0,3,2,0,1,-1,21,2,11,0,0,0,0,1,11,0,0,0,0,0,0,-1,0,4,134,0,0,0,0,0,0,12,10,-1,0,405,380,TX,0,0,0,0,20,0,3,3,168018,0,134,17,1,117,S,-1,0,1,0,135,-1,-1,1,0,23000,2018,23000,0,0,0,0,0,0,45388,128077,119,103,91,119,0.2,0,54,255,66,25,1,24,S,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,35776,82903,138,99,179,143,75,1,74,S,0,0,0,-1,-1,0,-1,0,0,0,0,0,35776,82903,138,99,179,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,U,U,-1,0,0,0,0,0,4,32000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,4,4,0,51,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,3,2389,51,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,51,0,0,0,0,0,1,0,-1,2,5,3,3,3,3,3,4,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,0,5,1,-1,V,-1,0,0,0,0,0,0,1,2,4,3,0,7,0,0,0,-1,1,1,2,2,3,0,6,0,0,0,1,4,1,0,0,0,3,1,8,1,1,1,0,11,12,0,8,0,10,0,7,0,1,11,17,0,5,,999999,1.14E+11,1,1,1,9,0,0,0,1
1751,1050,1050,244,1,1,7,1,0,0,0,3,2,0,1,7,21,6,25,0,0,0,0,3,23,1,0,0,0,0,0,-1,1,9,31,0,0,0,0,0,1,0,0,-1,0,293,290,FL,0,0,0,0,54,5,5,17,2738126,0,18,1,1,17,H,-1,0,0,0,169,-1,-1,1,0,29040,2014,45000,108313,96566,48547,0.33,0.43,0.49,42252,220313,107,183,136,128,0.4,33,161,255,255,149,1,148,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,51122,202919,68,124,126,95,89,1,88,S,0,1,0,106,58500,127583,2017,127583,171752,0.77,0.95,0.95,65574,226250,21,25,46,35,94,0,-98543,89,-23322,-5937,93,DE,3,0,-1,-1,-1,-1,-1,-1,6,R,O,-1,0,0,0,0,1,6,74000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,LEAD ASSOC,1,4,4,0,42,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,0,42,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,2,42,0,0,0,0,0,2,11,39,1,9,2,4,4,4,6,7,1,0,2,1,-1,0,1,3,3,5,5,3,0,0,0,0,1,23,0,0,0,0,1,41,0,7,10,11,15,2,3,2,1,1,0,1,0,0,0,0,0,0,0,6,0,-1,226,224,132,9,0,5,1,-1,V,10.2,0,0,0,0,0,0,1,3,2,3,0,3,0,0,0,-1,3,1,3,3,3,0,7,0,1,0,2,9,8,1,0,0,5,1,8,2,2,1,1,19,0,0,0,0,0,0,0,0,1,36,15,0,4,,999999,1234239768,1,1,1,0,1,0,0,1
